,x,y,colour
0,0.8961079187131222,7.366543503016807,orange
1,2.148908340981251,-1.7036443916430333,orange
2,-5.2111903144323835,0.5292131506164317,orange
3,8.615823365591044,-8.194350006581715,orange
4,-9.33088129274167,7.293749299248326,orange
5,4.644791883214147,-1.0604360680593672,blue
6,-7.791309087264928,5.461484796335085,orange
7,0.8330227806945807,-5.043586758654801,blue
8,4.0837514390038,-3.653444578611751,blue
9,6.127538397465425,-1.7894535617836205,blue
10,-9.253302509876987,-8.755889918890494,blue
11,-9.106461645819968,5.319927566667227,orange
12,5.957384971524203,5.372942421750613,blue
13,-5.519566184867588,3.4042293963956247,orange
14,4.492961688580813,5.597975718448092,blue
15,1.5887645378704303,1.5449282794375847,orange
16,-2.2394199110997937,4.954064012728448,orange
17,2.210832550393844,-7.598670452902789,blue
18,-3.8043444502516177,4.177665412923858,orange
19,-0.7506872932730388,-7.801949179815544,blue
20,2.724060895874503,-0.8752210591620582,orange
21,-7.9185954530987335,8.464520829060135,orange
22,4.697163969377467,6.8555995386809165,blue
23,-6.54866618116539,9.463564205679507,orange
24,2.963513392164012,-2.9194622631122797,orange
25,4.671606789022082,8.837545922548752,blue
26,9.365723335014785,9.784965360043266,blue
27,8.656586632921108,-5.166857298321315,orange
28,2.384891685920161,8.939460426636433,orange
29,-2.604708515873158,9.341293326041551,orange
30,8.341577482836058,5.277604915010286,blue
31,-8.71304091139475,6.689056727799738,orange
32,5.176984109548915,9.340127039650877,blue
33,-9.002702967186458,6.873503783326619,orange
34,2.5949589206082564,0.034184911127985274,orange
35,8.869389908890398,9.399845577027936,blue
36,9.434089387014634,-0.8004313796667191,blue
37,0.08340823986572055,3.8450825979035805,orange
38,-9.252112017394921,8.11569876132991,orange
39,-9.602060123240843,-2.2535236447368874,orange
40,3.9481016981442565,6.174302287645581,blue
41,0.7125967876837827,2.1728566425817046,orange
42,-4.323622553820452,4.660333494427595,orange
43,-9.787198119542474,4.315847015853132,orange
44,6.6254561766325395,0.6024110122867405,blue
45,-0.6157875996588107,4.512161875414485,orange
46,-8.407202659556681,7.840712911513084,orange
47,-3.3396927776480805,1.2110405455455862,orange
48,2.9760946912928983,-6.6081424072636885,blue
49,6.0373432173557475,9.150698000101244,blue
50,4.124036233084691,9.980953900361573,blue
51,0.4099845995617901,2.474106078093472,orange
52,-2.031659600312783,-2.6344777636802608,orange
53,8.852953324658138,-4.159306846648541,blue
54,5.846933296156569,-8.759272244722439,orange
55,9.183065790631609,-5.278330633692548,orange
56,-9.091879528267741,-4.587932798602483,orange
57,3.6659517152583163,8.934567675390259,blue
58,-2.573929858795898,4.809181996956637,orange
59,-5.301883028097675,-1.1045979229584226,orange
60,-0.1026976224959455,-8.34560710452735,blue
61,-0.9161923043568283,8.315794138793883,orange
62,-1.028523127721467,3.6278704321121644,orange
63,6.257018267253429,0.4147049836277077,blue
64,4.13371876072279,-9.520714150714607,orange
65,3.6407604753274114,7.644135353710503,blue
66,-7.860681167726835,9.70757149658239,orange
67,-9.122845400928181,7.580919116856794,orange
68,9.75496329642273,0.45462547116146546,blue
69,1.5225169900424582,5.433333659963921,orange
70,3.3726236925457815,5.720285040816627,blue
71,-0.13957773920208538,0.9173270328858969,orange
72,8.441938226747585,-4.793666241670906,blue
73,4.4988640290088515,-6.043247433906426,orange
74,2.7136611307097507,-6.370601852108173,blue
75,9.142427083183236,8.603283050446006,blue
76,-7.474014342242183,1.1044132009986,orange
77,7.111537651477498,-2.2849280147371314,blue
78,8.108375030448034,6.304828190385969,blue
79,5.091737501780509,-9.994294644951223,orange
80,-2.0920051873788204,7.533587510445898,orange
81,-8.880262159832096,-0.5254059878335742,orange
82,8.65411958188389,-9.997854229971121,orange
83,4.362889189826326,-4.835419648537869,blue
84,8.726381402702334,0.23230392268331101,blue
85,-2.048120870800645,0.5678816110481559,orange
86,7.777247737832177,3.0739923829967424,blue
87,8.786748278209522,5.499869611448309,blue
88,-6.654736001493515,-6.892209744735105,blue
89,-3.2862537770034894,8.964693517094254,orange
90,9.426195995344514,-5.876583668160748,orange
91,6.692792438067876,8.684114631692573,blue
92,7.621225814907195,-7.217833485924063,orange
93,3.714272888672589,8.985762637799631,blue
94,-9.19884700245288,5.097389349475538,orange
95,-4.627117038905699,0.14914184047046142,orange
96,-3.4127493821264165,7.136864572811984,orange
97,9.425594817741594,-1.4476167588969595,blue
98,-6.081454464511891,4.404422756342834,orange
99,-2.1130223043529544,6.314427975347812,orange
100,-7.782795628316399,-4.227667717171899,orange
101,-6.706316119501688,8.145289337961565,orange
102,-8.82062734471435,6.88304302288261,orange
103,1.33532935920989,4.041192277087806,orange
104,5.360889471769424,-4.354096300771639,blue
105,-8.638721514731039,-4.961454068814448,orange
106,-3.782677992599899,-1.59919494461292,orange
107,9.374059266646292,1.4030623608541717,blue
108,-2.071701169677631,-9.14990878165132,blue
109,1.609359265936245,3.1341728597272773,orange
110,9.144023661887093,2.4496675399167334,blue
111,-4.6170513833796285,2.1491905804407967,orange
112,-5.570265466685842,-5.287636463710066,blue
113,4.647064228440886,-1.7387570965230417,blue
114,9.053986533104073,-3.7285360846353033,blue
115,-9.54515544233761,-4.456839739119351,orange
116,3.4727246173545296,3.4398292820361895,blue
117,7.309459916399458,-9.7711217685166,orange
118,2.530686490363376,-7.185580079449849,blue
119,-2.6726860199314544,-9.560488723768616,blue
120,2.1392682188731538,0.6521656832837515,orange
121,5.243785075712077,3.1407730201687674,blue
122,-3.2746797591383814,-3.8387085024439305,orange
123,6.923364456687004,0.13190917668565305,blue
124,-1.005416980025796,8.41103111658851,orange
125,3.9743163430810036,5.699201160480577,blue
126,-0.8855646743351553,9.749809489480576,orange
127,1.594486390671964,-9.144874585433323,blue
128,-0.10385299249646884,-4.894846003616986,orange
129,5.050563357182881,-5.74923838910043,orange
130,3.491407401459142,6.622885697238118,blue
131,9.974103947841066,6.509391665140328,blue
132,-6.262272243713181,1.621114559154952,orange
133,-7.763706519357781,6.571500074045364,orange
134,3.3131840146580256,4.207458057622244,blue
135,0.6676132240760939,2.386749687033676,orange
136,-9.672346052540215,9.657031925140732,orange
137,1.1657635689251933,-9.148525882469958,blue
138,-5.679787485398249,-6.326227491752614,blue
139,1.9130769469765418,0.10114481816657239,orange
140,-2.2641403141335488,-9.35240935426246,blue
141,0.8331299777081398,5.306871507630051,orange
142,-5.949266372491497,0.4302495214240505,orange
143,-0.04708159284927582,-3.9577629933365355,orange
144,6.56193774922405,5.654673257976256,blue
145,0.776369419807807,-5.513357400667269,blue
146,-4.699969813717228,5.778797855164505,orange
147,0.38773313606089843,6.797043407383853,orange
148,-4.324902763701715,-4.427865269780296,orange
149,-8.973106899283984,3.8644248216365558,orange
150,3.6668745949081156,-8.49503205683958,orange
151,6.435174985130963,6.922666475255696,blue
152,2.0943282528881664,1.8876717586176497,orange
153,9.242021022866087,-0.622739470505806,blue
154,6.961745299047809,-7.521861488390968,orange
155,-8.900229730454573,4.094420353409564,orange
156,-7.758966305318498,-6.497175331941758,blue
157,-5.095207139797939,3.3250930730959993,orange
158,7.972305173313025,-6.150234648392406,orange
159,-3.336872790054837,0.9687218901170684,orange
160,-3.466314889045359,-7.557532453281808,blue
161,-1.2285917780831497,1.9610910275895854,orange
162,-7.763280149934763,3.803541061275574,orange
163,-1.4543529545161604,-2.122636469063699,orange
164,8.471854260788636,4.849753938094469,blue
165,5.689763467577897,-3.759138593191416,blue
166,2.554582111174293,-3.8150655926518695,orange
167,1.0910701499263809,2.4317231606049656,orange
168,-1.721215427569451,-6.64445334696474,blue
169,4.4430618212262925,-6.0111718337027735,orange
170,8.416677588451606,-0.8570262689010271,blue
171,0.26745081045927144,0.830243668451935,orange
172,1.448384016716048,-0.46742675901920805,orange
173,-4.710334747441445,-1.2833807992298638,orange
174,-0.9420927728828268,-4.09911413286931,orange
175,0.34068497924531016,-7.188454093631784,blue
176,6.201293518312024,8.051859353283348,blue
177,-0.37140899997526056,-0.3371146661426483,orange
178,6.053455622857985,6.959321191531895,blue
179,7.995196085777781,0.6894920670085938,blue
180,-0.8890410004675164,9.181231015826075,orange
181,6.261738719306798,2.2655473259166925,blue
182,2.0020845737105866,2.3381059628599985,orange
183,-6.239219108194407,-3.2902150850387173,orange
184,-3.3778093618363254,-6.943000532596503,blue
185,-1.4591469563076167,1.5240364485973235,orange
186,-3.154067827952094,-3.629848722606946,orange
187,-7.115802010152796,8.818832113718475,orange
188,-4.863500161976759,2.857330205525301,orange
189,-1.5204012701670493,-7.502907151099669,blue
190,8.265804649455966,5.906960973002178,blue
191,-7.753728055150518,7.949388741046487,orange
192,0.4402193749931893,4.330178109528697,orange
193,2.880333552855287,-4.885535067355451,orange
194,-6.7078358240192575,4.189745532657383,orange
195,7.9040660033009225,0.5513636312534231,blue
196,-6.8051439290952676,7.360538668724782,orange
197,-2.3264033414460172,-2.4763091009400773,orange
198,6.743633832622027,4.307581523483378,blue
199,4.1106940926990205,5.698119230761865,blue
200,9.372204544711316,-8.622351355508417,orange
201,4.198379551238398,-3.1144574749313714,blue
202,-8.188267386629139,5.005847739714117,orange
203,7.199224134744451,1.6331340437273933,blue
204,-1.5406924304151577,1.3361549113394524,orange
205,0.9726482679497916,4.240218130455677,orange
206,-7.244556549945747,-6.0963670170810875,blue
207,5.201270957632715,-5.369168812441327,orange
208,2.9857533835841714,-6.154623821318941,blue
209,9.387336136942118,-6.028118095944697,orange
210,-2.1799813378697603,-3.6477258884427606,orange
211,2.2542876615245167,2.972332661342584,orange
212,-5.436648255093823,-9.786626404580508,blue
213,1.418588194521817,-6.0983420961475865,blue
214,-6.577324547867754,3.514351443061443,orange
