,x,y,colour
0,1.0354029885104161,-0.6652917323979501,orange
1,8.121691140212576,-8.00497199798608,orange
2,-3.473063038642019,5.813297513870419,orange
3,4.301956636952157,-1.6246057788604098,orange
4,7.004960095146075,-1.01871706036372,orange
5,9.46728278332646,-3.1267568693568037,orange
6,-4.835524677528353,-3.567826712955542,orange
7,2.873509281687827,-1.6348684813366923,orange
8,2.4808015466597055,-3.535829891942715,orange
9,-6.906946649529557,1.928908872046275,orange
10,8.346479009680476,-8.615445534742692,orange
11,-0.6822602448771562,9.440175135633059,blue
12,-0.09075797263868246,-7.661182198838983,orange
13,0.8173489438091881,4.701626609152056,orange
14,1.0328791772698604,-4.521705894700412,orange
15,4.954331204829359,-3.7594314222565206,orange
16,-3.6427011866233405,5.386284873702811,orange
17,-9.838932809180195,2.757512184179509,blue
18,8.305270193429834,1.9458448449760901,orange
19,2.7864709855793137,1.0255167918356562,orange
20,-5.844409574555103,-9.203132937530773,orange
21,-6.930725873244463,-6.536934437650896,orange
22,-9.790230204053344,2.577172645322012,blue
23,0.3987448615617861,-4.83388022302522,orange
24,-0.9365086482639988,-3.35094477207337,orange
25,-8.422147188495991,6.900176905403487,blue
26,2.301265121861963,2.6305303872351438,orange
27,9.008086013275541,-2.906627930007499,orange
28,-8.801289641385377,-1.40413288392498,blue
29,4.731128556631479,-3.7725090997027655,orange
30,0.47085688102540324,8.587707346426921,blue
31,-2.3797930338613575,-2.624170366454006,orange
32,-5.175226342827628,-7.78317469520772,orange
33,-8.359977555277649,-8.126606139959575,blue
34,-3.6482138220582456,-6.204590839977609,orange
35,-6.462968647990895,-6.614837876381245,orange
36,2.8286043973239963,9.460347121536564,blue
37,2.3418657674497467,8.476763965169795,blue
38,8.810076495211646,-2.938653858698932,orange
39,6.738593188561385,-8.541414306004476,orange
40,0.24836480075789247,3.3712848067556536,orange
41,-2.5082126817182697,3.2315298528999925,orange
42,2.231559034938586,-8.040562558808926,orange
43,5.474804558257292,0.47524188388788247,orange
44,-7.092565976863199,0.7309620519441467,blue
45,-6.808080052991468,-7.548124340734739,orange
46,-1.1854561281631266,-4.125997314683052,orange
47,-5.413868858136979,-7.587483156775043,orange
48,8.352570520473286,3.7885430753767224,orange
49,0.23814328887640634,7.124982706195347,orange
50,-0.37215687131658903,8.485601117479796,blue
51,-8.98949198446519,4.1568058260279965,blue
52,-6.146219051896182,-7.592296240624268,orange
53,-0.801600670484536,-4.789791686625742,orange
54,6.298291766209665,3.165238344461379,orange
55,2.6791237448605045,-4.668221167426772,orange
56,-3.8204956021946224,-1.5625746577032569,orange
57,-6.801803179975606,3.5510877069268805,orange
58,-8.772661881773816,3.6190084975284886,blue
59,0.978190250600182,-1.3800248490292137,orange
60,1.923252993148898,9.450780998729524,blue
61,-6.505631704262154,-3.8933521050272297,orange
62,5.643053156083081,9.929683604368584,blue
63,7.198720720825438,5.458445126894469,orange
64,2.622135635638589,4.658730948840336,orange
65,1.3121837881034821,-5.684662911894871,orange
66,6.585466598919343,-8.482114681048694,orange
67,0.7011670131829728,0.11876213790480605,orange
68,-1.0866511711762694,-2.731273510883872,orange
69,4.068074404832933,7.644960571370149,orange
70,-0.47754464466827073,1.0734561588059925,orange
71,-4.774720143882362,7.68017530929756,orange
72,6.850600608767451,-8.519942618474294,orange
73,6.873919879719036,-1.8993248268260903,orange
74,-2.970209151238934,-1.2775736966401308,orange
75,3.070924559851548,0.6213137986373205,orange
76,0.07596995733589118,4.451053432229772,orange
77,-5.86487053167936,-9.05624738974767,orange
78,8.635082307380802,3.9695224740038686,orange
79,8.90821647112557,-1.6834258603409467,orange
80,9.330166321549605,7.8462295186879984,orange
81,-4.379998271659085,6.846952016911281,orange
82,6.282578846450228,9.870087803684346,blue
83,-1.6896562303985885,1.1454368532804171,orange
84,-5.431066630387846,-5.75562835071445,orange
85,8.251761416375494,1.4622270750492312,orange
86,-0.7340499240340712,-5.176903308841279,orange
87,9.165018625000606,-9.554522312920037,orange
88,3.9255440968818434,-0.4132759147472953,orange
89,6.696272698073582,7.570761325646554,orange
90,9.72524996826451,-3.8911790330327207,orange
91,3.0007496098494855,2.9422626420803937,orange
92,-4.197920743034301,4.892965448559323,orange
93,-9.423716491403606,3.185551730821736,blue
94,-7.1669397572575555,-7.103185786052613,blue
95,7.344305803082541,-7.914797643713795,orange
96,4.720008196341345,0.8053566036331983,orange
97,-1.7143234157260867,6.296215588291826,orange
98,-8.25612494977455,-7.678037324121128,blue
99,0.6564605203340399,-3.8842348854453697,orange
100,-6.895844461410185,0.47828163660476974,orange
101,-1.6585697500038954,0.4914086653394012,orange
102,9.456017934119572,5.46358973190959,orange
103,-7.838806147727178,6.899396167030979,blue
104,3.723283529474683,-8.516162698929763,orange
105,1.6014348413610602,-8.50979194699841,orange
106,-6.105491177915985,-6.631334530237945,orange
107,6.660538045383188,-8.196463831451279,orange
108,1.3863122288562124,-8.566316374245226,orange
109,1.7409212160672016,5.64479310121188,orange
110,-8.805345375741325,-0.8562970483247554,blue
